linear_idx,head,row,col,actual_bf16_hex,expected_bf16_hex,actual_float,expected_float,abs_err,row_error,out_last,pass
1257,0,9,105,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1258,0,9,106,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1259,0,9,107,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1260,0,9,108,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1261,0,9,109,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1262,0,9,110,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1263,0,9,111,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1264,0,9,112,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1265,0,9,113,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1266,0,9,114,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1267,0,9,115,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1268,0,9,116,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1269,0,9,117,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1270,0,9,118,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1271,0,9,119,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1272,0,9,120,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1273,0,9,121,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1274,0,9,122,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1275,0,9,123,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1276,0,9,124,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1277,0,9,125,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1278,0,9,126,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1279,0,9,127,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,1,1
1280,0,10,0,3dba,3dba,9.0820312500e-02,9.0820312500e-02,0.0000000000e+00,0,0,1
1281,0,10,1,3dba,3dba,9.0820312500e-02,9.0820312500e-02,0.0000000000e+00,0,0,1
1282,0,10,2,3dba,3dbb,9.0820312500e-02,9.1308593750e-02,4.8828125000e-04,0,0,1
1283,0,10,3,3dba,3dba,9.0820312500e-02,9.0820312500e-02,0.0000000000e+00,0,0,1
1284,0,10,4,3dba,3dba,9.0820312500e-02,9.0820312500e-02,0.0000000000e+00,0,0,1
1285,0,10,5,3dba,3dba,9.0820312500e-02,9.0820312500e-02,0.0000000000e+00,0,0,1
1286,0,10,6,3dba,3dbb,9.0820312500e-02,9.1308593750e-02,4.8828125000e-04,0,0,1
1287,0,10,7,3dba,3dba,9.0820312500e-02,9.0820312500e-02,0.0000000000e+00,0,0,1
1288,0,10,8,3dba,3dba,9.0820312500e-02,9.0820312500e-02,0.0000000000e+00,0,0,1
1289,0,10,9,3dba,3dba,9.0820312500e-02,9.0820312500e-02,0.0000000000e+00,0,0,1
1290,0,10,10,3dba,3dba,9.0820312500e-02,9.0820312500e-02,0.0000000000e+00,0,0,1
1291,0,10,11,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1292,0,10,12,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1293,0,10,13,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1294,0,10,14,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1295,0,10,15,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1296,0,10,16,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1297,0,10,17,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1298,0,10,18,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1299,0,10,19,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1300,0,10,20,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1301,0,10,21,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1302,0,10,22,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1303,0,10,23,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1304,0,10,24,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1305,0,10,25,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1306,0,10,26,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1307,0,10,27,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1308,0,10,28,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1309,0,10,29,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1310,0,10,30,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1311,0,10,31,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1312,0,10,32,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1313,0,10,33,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1314,0,10,34,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1315,0,10,35,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1316,0,10,36,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1317,0,10,37,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1318,0,10,38,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1319,0,10,39,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1320,0,10,40,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1321,0,10,41,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1322,0,10,42,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1323,0,10,43,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1324,0,10,44,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1325,0,10,45,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1326,0,10,46,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1327,0,10,47,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1328,0,10,48,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1329,0,10,49,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1330,0,10,50,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1331,0,10,51,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1332,0,10,52,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1333,0,10,53,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1334,0,10,54,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1335,0,10,55,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1336,0,10,56,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1337,0,10,57,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1338,0,10,58,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1339,0,10,59,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1340,0,10,60,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1341,0,10,61,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1342,0,10,62,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1343,0,10,63,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1344,0,10,64,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1345,0,10,65,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1346,0,10,66,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1347,0,10,67,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1348,0,10,68,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1349,0,10,69,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1350,0,10,70,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1351,0,10,71,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1352,0,10,72,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1353,0,10,73,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1354,0,10,74,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1355,0,10,75,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1356,0,10,76,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1357,0,10,77,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1358,0,10,78,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1359,0,10,79,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1360,0,10,80,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1361,0,10,81,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1362,0,10,82,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1363,0,10,83,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1364,0,10,84,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1365,0,10,85,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1366,0,10,86,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1367,0,10,87,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1368,0,10,88,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1369,0,10,89,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1370,0,10,90,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1371,0,10,91,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1372,0,10,92,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1373,0,10,93,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1374,0,10,94,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1375,0,10,95,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1376,0,10,96,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1377,0,10,97,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1378,0,10,98,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1379,0,10,99,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1380,0,10,100,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1381,0,10,101,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1382,0,10,102,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1383,0,10,103,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1384,0,10,104,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1385,0,10,105,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1386,0,10,106,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1387,0,10,107,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1388,0,10,108,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1389,0,10,109,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1390,0,10,110,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1391,0,10,111,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1392,0,10,112,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1393,0,10,113,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1394,0,10,114,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1395,0,10,115,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1396,0,10,116,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1397,0,10,117,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1398,0,10,118,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1399,0,10,119,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1400,0,10,120,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1401,0,10,121,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1402,0,10,122,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1403,0,10,123,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1404,0,10,124,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1405,0,10,125,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1406,0,10,126,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1407,0,10,127,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,1,1
1408,0,11,0,3dab,3dab,8.3496093750e-02,8.3496093750e-02,0.0000000000e+00,0,0,1
1409,0,11,1,3dab,3daa,8.3496093750e-02,8.3007812500e-02,4.8828125000e-04,0,0,1
1410,0,11,2,3dab,3dab,8.3496093750e-02,8.3496093750e-02,0.0000000000e+00,0,0,1
1411,0,11,3,3dab,3dab,8.3496093750e-02,8.3496093750e-02,0.0000000000e+00,0,0,1
1412,0,11,4,3dab,3dab,8.3496093750e-02,8.3496093750e-02,0.0000000000e+00,0,0,1
1413,0,11,5,3dab,3dab,8.3496093750e-02,8.3496093750e-02,0.0000000000e+00,0,0,1
1414,0,11,6,3dab,3dab,8.3496093750e-02,8.3496093750e-02,0.0000000000e+00,0,0,1
1415,0,11,7,3dab,3daa,8.3496093750e-02,8.3007812500e-02,4.8828125000e-04,0,0,1
1416,0,11,8,3dab,3daa,8.3496093750e-02,8.3007812500e-02,4.8828125000e-04,0,0,1
1417,0,11,9,3dab,3dab,8.3496093750e-02,8.3496093750e-02,0.0000000000e+00,0,0,1
1418,0,11,10,3dab,3daa,8.3496093750e-02,8.3007812500e-02,4.8828125000e-04,0,0,1
1419,0,11,11,3dab,3dab,8.3496093750e-02,8.3496093750e-02,0.0000000000e+00,0,0,1
1420,0,11,12,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1421,0,11,13,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1422,0,11,14,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1423,0,11,15,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1424,0,11,16,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1425,0,11,17,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1426,0,11,18,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1427,0,11,19,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1428,0,11,20,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1429,0,11,21,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1430,0,11,22,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1431,0,11,23,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1432,0,11,24,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1433,0,11,25,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1434,0,11,26,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1435,0,11,27,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1436,0,11,28,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1437,0,11,29,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1438,0,11,30,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1439,0,11,31,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1440,0,11,32,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1441,0,11,33,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1442,0,11,34,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1443,0,11,35,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1444,0,11,36,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1445,0,11,37,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1446,0,11,38,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1447,0,11,39,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1448,0,11,40,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1449,0,11,41,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1450,0,11,42,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1451,0,11,43,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1452,0,11,44,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1453,0,11,45,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1454,0,11,46,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1455,0,11,47,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1456,0,11,48,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1457,0,11,49,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1458,0,11,50,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1459,0,11,51,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1460,0,11,52,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1461,0,11,53,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1462,0,11,54,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1463,0,11,55,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1464,0,11,56,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1465,0,11,57,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1466,0,11,58,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1467,0,11,59,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1468,0,11,60,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1469,0,11,61,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1470,0,11,62,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1471,0,11,63,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1472,0,11,64,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1473,0,11,65,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1474,0,11,66,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1475,0,11,67,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1476,0,11,68,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1477,0,11,69,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1478,0,11,70,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1479,0,11,71,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1480,0,11,72,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1481,0,11,73,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1482,0,11,74,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1483,0,11,75,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1484,0,11,76,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1485,0,11,77,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1486,0,11,78,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1487,0,11,79,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1488,0,11,80,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1489,0,11,81,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1490,0,11,82,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1491,0,11,83,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1492,0,11,84,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1493,0,11,85,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1494,0,11,86,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1495,0,11,87,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1496,0,11,88,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1497,0,11,89,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1498,0,11,90,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1499,0,11,91,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1500,0,11,92,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1501,0,11,93,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1502,0,11,94,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1503,0,11,95,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1504,0,11,96,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1505,0,11,97,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1506,0,11,98,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1507,0,11,99,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1508,0,11,100,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1509,0,11,101,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1510,0,11,102,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1511,0,11,103,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1512,0,11,104,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1513,0,11,105,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1514,0,11,106,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1515,0,11,107,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1516,0,11,108,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1517,0,11,109,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1518,0,11,110,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1519,0,11,111,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1520,0,11,112,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1521,0,11,113,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1522,0,11,114,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1523,0,11,115,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1524,0,11,116,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1525,0,11,117,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1526,0,11,118,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1527,0,11,119,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
1528,0,11,120,0000,0000,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0,0,1
