head,row,row_sum_actual,row_sum_expected,row_max_abs_err,row_fail_count,row_pass
2,108,9.9792480469e-01,9.9877929688e-01,6.1035156250e-05,0,1
2,109,1.0001831055e+00,1.0001831055e+00,1.2207031250e-04,0,1
2,110,1.0020751953e+00,1.0007324219e+00,6.1035156250e-05,0,1
2,111,9.9804687500e-01,9.9859619141e-01,6.1035156250e-05,0,1
2,112,1.0000610352e+00,1.0000610352e+00,0.0000000000e+00,0,1
2,113,1.0019531250e+00,1.0013427734e+00,6.1035156250e-05,0,1
2,114,9.9670410156e-01,9.9951171875e-01,6.1035156250e-05,0,1
2,115,9.9829101562e-01,9.9859619141e-01,6.1035156250e-05,0,1
2,116,9.9975585938e-01,9.9975585938e-01,0.0000000000e+00,0,1
2,117,1.0010986328e+00,1.0009765625e+00,6.1035156250e-05,0,1
2,118,1.0023193359e+00,1.0011596680e+00,6.1035156250e-05,0,1
2,119,9.9609375000e-01,1.0004882812e+00,6.1035156250e-05,0,1
2,120,1.0043945312e+00,9.9938964844e-01,6.1035156250e-05,0,1
2,121,9.9743652344e-01,9.9890136719e-01,1.2207031250e-04,0,1
2,122,1.0050659180e+00,9.9920654297e-01,1.2207031250e-04,0,1
2,123,9.9841308594e-01,9.9926757812e-01,1.2207031250e-04,0,1
2,124,9.9945068359e-01,9.9945068359e-01,0.0000000000e+00,0,1
2,125,9.9975585938e-01,9.9975585938e-01,0.0000000000e+00,0,1
2,126,9.9993896484e-01,9.9993896484e-01,0.0000000000e+00,0,1
2,127,1.0000000000e+00,9.9990844727e-01,3.0517578125e-05,0,1
3,0,1.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0,1
3,1,1.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0,1
3,2,1.0019531250e+00,1.0019531250e+00,0.0000000000e+00,0,1
3,3,1.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0,1
3,4,1.0009765625e+00,1.0009765625e+00,0.0000000000e+00,0,1
3,5,1.0019531250e+00,1.0009765625e+00,9.7656250000e-04,0,1
3,6,9.9804687500e-01,9.9804687500e-01,0.0000000000e+00,0,1
3,7,1.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0,1
3,8,1.0000000000e+00,1.0000000000e+00,9.7656250000e-04,0,1
3,9,1.0009765625e+00,1.0004882812e+00,4.8828125000e-04,0,1
3,10,9.9902343750e-01,1.0000000000e+00,4.8828125000e-04,0,1
3,11,1.0019531250e+00,1.0000000000e+00,4.8828125000e-04,0,1
3,12,1.0029296875e+00,1.0000000000e+00,4.8828125000e-04,0,1
3,13,9.9804687500e-01,9.9853515625e-01,4.8828125000e-04,0,1
3,14,1.0034179688e+00,1.0000000000e+00,4.8828125000e-04,0,1
3,15,1.0000000000e+00,9.9951171875e-01,2.4414062500e-04,0,1
3,16,1.0002441406e+00,1.0000000000e+00,2.4414062500e-04,0,1
3,17,1.0019531250e+00,1.0004882812e+00,2.4414062500e-04,0,1
3,18,1.0019531250e+00,9.9975585938e-01,2.4414062500e-04,0,1
3,19,1.0009765625e+00,1.0002441406e+00,2.4414062500e-04,0,1
3,20,9.9902343750e-01,9.9975585938e-01,4.8828125000e-04,0,1
3,21,9.9902343750e-01,9.9975585938e-01,2.4414062500e-04,0,1
3,22,9.9951171875e-01,9.9975585938e-01,2.4414062500e-04,0,1
3,23,1.0019531250e+00,1.0000000000e+00,2.4414062500e-04,0,1
3,24,1.0009765625e+00,1.0009765625e+00,0.0000000000e+00,0,1
3,25,1.0029296875e+00,9.9951171875e-01,2.4414062500e-04,0,1
3,26,1.0019531250e+00,1.0012207031e+00,2.4414062500e-04,0,1
3,27,9.9804687500e-01,9.9877929688e-01,2.4414062500e-04,0,1
3,28,9.9829101562e-01,9.9877929688e-01,2.4414062500e-04,0,1
3,29,9.9609375000e-01,1.0004882812e+00,2.4414062500e-04,0,1
3,30,9.9902343750e-01,9.9926757812e-01,2.4414062500e-04,0,1
3,31,1.0000000000e+00,9.9987792969e-01,2.4414062500e-04,0,1
3,32,9.9902343750e-01,9.9951171875e-01,1.2207031250e-04,0,1
3,33,9.9975585938e-01,1.0001220703e+00,3.6621093750e-04,0,1
3,34,9.9975585938e-01,1.0000000000e+00,1.2207031250e-04,0,1
3,35,1.0019531250e+00,1.0003662109e+00,1.2207031250e-04,0,1
3,36,1.0026855469e+00,9.9975585938e-01,1.2207031250e-04,0,1
3,37,1.0019531250e+00,1.0003662109e+00,1.2207031250e-04,0,1
3,38,9.9975585938e-01,9.9975585938e-01,0.0000000000e+00,0,1
3,39,1.0009765625e+00,1.0001220703e+00,1.2207031250e-04,0,1
3,40,1.0009765625e+00,1.0002441406e+00,1.2207031250e-04,0,1
3,41,9.9975585938e-01,9.9987792969e-01,1.2207031250e-04,0,1
3,42,9.9731445312e-01,1.0003662109e+00,1.2207031250e-04,0,1
3,43,9.9902343750e-01,9.9987792969e-01,1.2207031250e-04,0,1
3,44,9.9975585938e-01,9.9963378906e-01,1.2207031250e-04,0,1
3,45,9.9951171875e-01,9.9951171875e-01,1.2207031250e-04,0,1
3,46,9.9804687500e-01,9.9926757812e-01,2.4414062500e-04,0,1
3,47,1.0019531250e+00,1.0012207031e+00,1.2207031250e-04,0,1
3,48,9.9865722656e-01,9.9987792969e-01,1.2207031250e-04,0,1
3,49,1.0009765625e+00,1.0004882812e+00,1.2207031250e-04,0,1
3,50,1.0023193359e+00,1.0007324219e+00,1.2207031250e-04,0,1
3,51,1.0029296875e+00,1.0002441406e+00,1.2207031250e-04,0,1
3,52,9.9633789062e-01,1.0009765625e+00,1.2207031250e-04,0,1
3,53,1.0019531250e+00,1.0009765625e+00,1.2207031250e-04,0,1
3,54,1.0003662109e+00,1.0001220703e+00,1.2207031250e-04,0,1
3,55,9.9804687500e-01,9.9865722656e-01,1.2207031250e-04,0,1
3,56,1.0019531250e+00,1.0006103516e+00,1.2207031250e-04,0,1
3,57,1.0039062500e+00,9.9987792969e-01,2.4414062500e-04,0,1
3,58,1.0010986328e+00,1.0009765625e+00,1.2207031250e-04,0,1
3,59,1.0014648438e+00,1.0004882812e+00,1.2207031250e-04,0,1
3,60,9.9780273438e-01,9.9829101562e-01,1.2207031250e-04,0,1
3,61,9.9853515625e-01,9.9914550781e-01,2.4414062500e-04,0,1
3,62,9.9975585938e-01,9.9975585938e-01,0.0000000000e+00,0,1
3,63,1.0000000000e+00,9.9981689453e-01,6.1035156250e-05,0,1
3,64,9.9926757812e-01,1.0000000000e+00,1.8310546875e-04,0,1
3,65,9.9902343750e-01,9.9969482422e-01,6.1035156250e-05,0,1
3,66,9.9780273438e-01,9.9993896484e-01,6.1035156250e-05,0,1
3,67,1.0002441406e+00,1.0001831055e+00,6.1035156250e-05,0,1
3,68,1.0010986328e+00,9.9987792969e-01,1.8310546875e-04,0,1
3,69,9.9975585938e-01,9.9993896484e-01,6.1035156250e-05,0,1
3,70,1.0010375977e+00,1.0004272461e+00,6.1035156250e-05,0,1
3,71,1.0019531250e+00,1.0001831055e+00,6.1035156250e-05,0,1
3,72,9.9804687500e-01,1.0001220703e+00,6.1035156250e-05,0,1
3,73,1.0026855469e+00,9.9993896484e-01,6.1035156250e-05,0,1
3,74,9.9774169922e-01,9.9993896484e-01,1.2207031250e-04,0,1
3,75,1.0017089844e+00,1.0001831055e+00,1.8310546875e-04,0,1
3,76,1.0010375977e+00,1.0001831055e+00,6.1035156250e-05,0,1
3,77,9.9975585938e-01,1.0000000000e+00,6.1035156250e-05,0,1
3,78,1.0026855469e+00,9.9987792969e-01,1.8310546875e-04,0,1
3,79,1.0009765625e+00,1.0005493164e+00,6.1035156250e-05,0,1
3,80,9.9865722656e-01,9.9975585938e-01,6.1035156250e-05,0,1
3,81,1.0002441406e+00,9.9993896484e-01,1.2207031250e-04,0,1
3,82,1.0028076172e+00,9.9975585938e-01,1.2207031250e-04,0,1
3,83,9.9975585938e-01,9.9981689453e-01,6.1035156250e-05,0,1
3,84,1.0010986328e+00,1.0004272461e+00,1.2207031250e-04,0,1
3,85,9.9731445312e-01,9.9981689453e-01,6.1035156250e-05,0,1
3,86,9.9804687500e-01,9.9969482422e-01,1.2207031250e-04,0,1
3,87,9.9829101562e-01,9.9963378906e-01,1.2207031250e-04,0,1
3,88,9.9951171875e-01,9.9981689453e-01,6.1035156250e-05,0,1
3,89,9.9963378906e-01,9.9975585938e-01,6.1035156250e-05,0,1
3,90,9.9975585938e-01,9.9993896484e-01,6.1035156250e-05,0,1
3,91,9.9951171875e-01,9.9981689453e-01,6.1035156250e-05,0,1
3,92,9.9841308594e-01,9.9963378906e-01,1.2207031250e-04,0,1
3,93,9.9829101562e-01,9.9884033203e-01,6.1035156250e-05,0,1
3,94,9.9731445312e-01,9.9975585938e-01,6.1035156250e-05,0,1
3,95,9.9597167969e-01,1.0005493164e+00,1.2207031250e-04,0,1
3,96,9.9926757812e-01,1.0005493164e+00,1.8310546875e-04,0,1
3,97,9.9890136719e-01,9.9969482422e-01,6.1035156250e-05,0,1
3,98,1.0030517578e+00,9.9969482422e-01,6.1035156250e-05,0,1
3,99,1.0009765625e+00,1.0006713867e+00,6.1035156250e-05,0,1
3,100,9.9865722656e-01,9.9902343750e-01,6.1035156250e-05,0,1
3,101,9.9609375000e-01,1.0007934570e+00,6.1035156250e-05,0,1
3,102,9.9957275391e-01,9.9963378906e-01,6.1035156250e-05,0,1
3,103,1.0029296875e+00,1.0004272461e+00,6.1035156250e-05,0,1
3,104,9.9975585938e-01,9.9975585938e-01,0.0000000000e+00,0,1
3,105,9.9633789062e-01,1.0006713867e+00,6.1035156250e-05,0,1
3,106,9.9920654297e-01,9.9932861328e-01,6.1035156250e-05,0,1
3,107,1.0019531250e+00,1.0010986328e+00,6.1035156250e-05,0,1
3,108,9.9792480469e-01,9.9884033203e-01,6.1035156250e-05,0,1
3,109,1.0001831055e+00,1.0002441406e+00,1.2207031250e-04,0,1
3,110,1.0026855469e+00,1.0009765625e+00,6.1035156250e-05,0,1
3,111,9.9804687500e-01,9.9859619141e-01,6.1035156250e-05,0,1
3,112,9.9981689453e-01,1.0000000000e+00,6.1035156250e-05,0,1
3,113,1.0019531250e+00,1.0010986328e+00,6.1035156250e-05,0,1
3,114,9.9621582031e-01,9.9957275391e-01,1.2207031250e-04,0,1
3,115,1.0051879883e+00,9.9871826172e-01,1.2207031250e-04,0,1
3,116,9.9975585938e-01,9.9981689453e-01,6.1035156250e-05,0,1
3,117,1.0005493164e+00,1.0003662109e+00,1.2207031250e-04,0,1
3,118,1.0023193359e+00,1.0012817383e+00,6.1035156250e-05,0,1
3,119,9.9609375000e-01,1.0004272461e+00,6.1035156250e-05,0,1
3,120,1.0043945312e+00,9.9865722656e-01,6.1035156250e-05,0,1
3,121,9.9780273438e-01,9.9871826172e-01,6.1035156250e-05,0,1
3,122,9.9847412109e-01,9.9853515625e-01,6.1035156250e-05,0,1
3,123,9.9902343750e-01,9.9902343750e-01,0.0000000000e+00,0,1
3,124,9.9945068359e-01,9.9945068359e-01,0.0000000000e+00,0,1
3,125,9.9975585938e-01,9.9987792969e-01,6.1035156250e-05,0,1
3,126,9.9993896484e-01,9.9987792969e-01,6.1035156250e-05,0,1
3,127,9.9975585938e-01,9.9984741211e-01,9.1552734375e-05,0,1
